ID	lastname	firstnames	birth_date	birth_city_label	birth_city_id	personnal_information	profesionnal_information	comment
2170	GAUVIN	Denis,* Félix	1821-02-20	Véronnes-la-Grande (Côte-d'or)	7599	"<p>Il est né le 20 février 1821 à Véronnes-la-Grande (Côte-d'or), fils d'un propriétaire. Célibataire et venu à Paris en 1841, il a travaillé chez divers lithographes et éditeurs de musique comme commis. L'inspecteur Gaillard note qu'il ""n'a jamais figuré dans aucune affaire ni société politique"".</p>"	<p>Son dernier employeur est l'imprimeur et marchand de musique Magnier dont il vend la production passage Choiseul. Il dit vouloir s'associer avec lui. En 1851, il doit démissionner :  il avait prêté son brevet à Magnier qui l'exploitait. Découvert et mis en demeure en octobre 1851 par l'inspecteur de la Librairie Gaillard, Magnier se défait de son matériel et remet le brevet de Gauvin. Celui-ci, qui n'a pas cessé d'être marchand  de musique au Palais-royal, reconnaît  qu'il ne fait aucun usage personnel de son brevet.<br>En 1852, resté veuf avec un enfant, il continue de vendre de la musique et des chansons dans sa boutique, située au Palais-royal, pour laquelle il paie 600 F de loyer (et 300 F pour son domicile). Il agit dorénavant comme éditeur faisant imprimer chez Guillet des partitions souvent illustrées par Émile Delay, qui deviendra ultérieurement l'associé de la veuve Magnier. Il demande et obtient le 19 juin 1852 un brevet de libraire.</p>	Revu E. P., 1/11/2019.
2171	GAVARRY	Marius, *Adolphe	1809-12-22	Marseille (Bouches-du-Rhône)	4459	<p>Il est né le 22 décembre 1809 à Marseille (Bouches-du-Rhône) ; son père était propriétaire. Il a épousé le 10 août 1839  la fille du graveur en taille-douce Payen qui a fondé en 1825, 19-22 cour de Nemours, un établissement de gravure où il s'occupait exclusivement de cartes de visite ; il est venu plus tard à la lithographie. Il paie un loyer de 1 400 F.</p>	"<p>""Dessinateur très distingué"" et lithographe, il a succédé en 1840 à son beau-père dont il avait acquis l'année précédente l'imprimerie. Il est également breveté taille-doucier le 20 juillet 1852. Il a poursuivi dans la même spécialité de cartes de visite et  possède deux presses en taille-douce et 4 presses lithographiques. Il imprime aussi toutes sortes de textes lithographiés.</p>"	
2172	GAYNON	Claude, Norbert, Augustin	1797-08-18	Senones (Vosges)	35426	<p>Il est né le 18 août 1797 à Senones (Vosges) ; son père était officier de santé, avant de devenir prinicpal du collège de Buzançais.</p>	"<p>Il demande d'abord, avec un libraire jugé ""très exalté"", un brevet pour Chateauroux qui lui est refusé au profit d'autres candidats. Toutefois, comme il s'avère que les lithographes brevetés ne font aucun usage de leur brevet, il est difficile de lui en refuser un qu'il reçoit le 7 mai 1829 pour Buzançais. En 1837, il sollicite le transfert de son brevet pour Saint-Esprit. Le rapport note qu'il a ""fort peu exercé la profession d'imprimeur lithographe dans l'Indre"", puisqu'il a quitté le département vers 1832 et séjourne à Bayonne depuis 1835. Il obtient néanmoins le transfert de son brevet en 1837. L'année suivante, il est à Bordeaux et, en 1839, il demande  que son brevet y soit transféré car il a rencontré un""artiste distingué"", venu de Paris, qui lui propose une association. Malheureusement, l'administration connaît Lauvray ""qui a eu quelques démêlés avec l'autorité"" et s'est vu refuser un brevet ; elle soupçonne Gaynon de n'être que le prête-nom de Lauvray ; elle refuse donc le transfert et même lui retient son brevet au motif qu'il ne l'a jamais exploité. Il réitère sa demande en 1849 sans plus de succès.</p>"	
2173	GEANTY	Pierre, Firmin	1801-09-25	Attigny (Ardennes)	35008	<p>Il est né à Attigny (Ardennes) le 25 septembre 1801. Son père était aubergiste. Il est greffier au tribunal civil de Rethel.</p>	<p>A l'appui de sa candidature, il souligne les besoins de l'administration, du barreau et de tous les officiers ministériels, auxquels il se propose de répondre.Lors de l'enquête de 1859, il apparaît qu'il a quitté la ville depuis longtemps. Le brevet est annulé.<br></p>	
2174	GEBHARDT	François	1796-09-17			<p>Il est né le 17 septembre 1796. Il a suivi les cours de Dutertre à l'École gratuite de dessin.<br>Il meurt en Algérie le 25 octobre 1849.</p>	<p>Il travaille chez le marchand d'estampes Basset  depuis 14 ans. Il souhaite exécuter ses propres ouvrages.<br>À sa mort en Algérie, son fils François Louis, né en 1818, demande à reprendre son  brevet, mais il traîne à fournir les pièces nécessaires car la Chambre des imprimeurs lui refuse ses signatures en février 1855  ; seul Turgis, chez qui il travaille, lui signe un certificat de capacité ; entre temps, il a perdu la clientèle escomptée et il avoue qu'il n'ouvrira pas tout de suite une imprimerie. La transmission est donc ajournée et le brevet  est annulé  le 12 mars 1855.</p>	
2175	GEBHARDT	Raphaël, Polydore, Amable	1809-10-28			<p>Il est né le 28 octobre 1809. Il est marié et père de famille.</p>	<p>Il est un dessinateur lithographe jugé habile..</p>	
2176	GÉLIN	Jean-Baptiste	1826-07-07	Belleville (Seine)	32348	<p>Il est né le 7 juillet 1826 à Belleville ;  son père était marchand de vin et  traiteur. Il est écrivain lithographe. Pour sa boutique et son logement, il paie un loyer de 450 F.</p>	<p>Il a essuyé un premier refus le 10 septembre 1850 car il demandait un brevet par création. Il demande donc à reprendre celui de Lechalat. Il est l'objet d'une plainte du lithographe Adoul quand il ouvre un atelier à côté du sien, au 30, rue Geoffroy l'Asnier.<br>En juin 1859, il  demande un nouveau brevet car celui de 1851 lui a été décerné au nom du Peuple français et il veut un brevet conforme à la pratique de l'heure, décerné au nom de l'Empereur.</p>	
2177	GÉLIN, veuve ROBERT	Françoise, Adrienne	1832-06-11	Paris	30798	"<p>Elle est née le 11 juin 1832 à Paris. Elle a toujours travaillé dans l'atelier de son père, puis de son mari ; elle a ""une aptitude incontestable"".</p>"	<p>Elle fait une déclaration d'imprimeur en lettres en août 1872 et de libraire en juillet 1873. En avril 1879, elle cède son imprimerie typographique et lithographique à son neveu Armand Mourmès, et renonce à la libairie.<br>Elle est spécialisée dans les lettres de décès, de mariages, adresses et factures</p>	
2178	GELLÉE	Jean, Stanislas	1779-05-06	Gorcy (Meuse)	20885	<p>Il est né le 6 mai 1779 à Gorcy (Meuse). Son père était  maître d'école. Il est graveur en taille-douce depuis 20 ans, ayant fait son apprentissage chez Constant à Sèvres. Marié et père de famille, il vient d'acheter sa maison et il doit payer 25 000 F de réparations.</p>	"<p>Il a travaillé pour les Ponts et chaussées, la marine, le Dépôt des cartes et plans des fortifications. Il fait aussi de l'imagerie et des étiquettes. C'est pour cette dernière branche ""qui n'est pas la moins lucrative"" qu'il a besoin d'employer la lithographie. Il  se propose de décalquer des gravures sur pierre. Il possède 9 presses pour la taille-douce, spécialité pour laquelle il reçoit son brevet le 3 juillet 1852. Il imprime de la musique, des planches de géométrie, de l'imagerie.<br>Legay reprend le 20 juin 1853 son brevet de taille-doucier.</p>"	
2179	GELORMINI	Euphrasio, Vidone	1810-02-09	La Sera (Corse)	33960	<p>Il est né à La Sera (Corse) le 9 février 1810.</p>	<p>Il est propriétaire d'une papeterie qui prend les commandes de cartesde visite, faire-part et circulaires qu'il souhaiterait imprimer lui-même. Sa première demande de brevet, par création, est rejetée ; il doit donc reprendre un brevet déjà créé, celui de Penouil.</p>	
2180	GÉMELAS	Jean	1810-03-06			<p>Il est né le 6 mars 1810. Il est prote chez Dupont depuis 4 ans. Il meurt le 31 août 1839.</p>	<p>Il a obtenu son brevet d'imprimeur en lettres le 11 septembre 1837. L'attribution de ses brevets a soulevé les protestations de Timon qui avait déjà fait obstacle, en 1832, à l'attribution de nouveaux brevets. Une certaine concurrence paraît désormais souhaitable.</p>	
2181	GÉMELAS	Jean, Melchior, Gaspard, Balthazard	1808-01-06	Vienne (Isère)	15198	<p>Il est né le 6 janvier 1808  Vienne ; son père était tondeur de drap. Il est le frère aîné de Jean Gémelas.</p>	<p>Il reprend les brevets d'imprimeur en lettres et de lithographe de son frère, après avoir obtenu l'autorisation de continuer à exploiter l'imprimerie en attendant l'arrivée des brevets. Il doit combattre l'opposition de Timon qui l'accuse, lui et son père, de ne rien connaître à l'imprimerie.</p>	
2182	GENARD	Joseph, François	1796-02-04	Grenoble (Isère)	14861	<p>Il est né à Grenoble le 4 février 1796. Il a été perruquier, avant de devenir fabricant d'ornements d'églises. Il meurt le 20 août 1868.</p>	<p>Il a travaillé 4 ans avec son fils dont il hérite à la mort prématurée de celui-ci, en décembre 1866. Il reprend imprimerie et brevet.</p>	
2183	GENARD	André, François	1825-12-29	Grenoble (Isère)	14861	<p>Il est né le 29 décembre 1825 à Grenoble ; son père était perruquier. Il est écrivain lithographe.</p>	<p>Son père est venu travailler avec lui  depuis quatre ans quand il meurt le 20 décembre 1866. Célibataire, il a rédigé un testament faisant de son père son héritier ; celui-ci reprend donc son brevet.</p>	
2184	GENDRÉ	Jacques, Charles, Adolphe	1802-04-09	Paris	30798	<p>Il est né le 9 avril 1802 à Paris. Il est marié et père de famille. Il est artiste peintre et  directeur de l'Athénée des Beaux-arts ; il est aussi membre de plusieurs sociétés savantes.  Il paie un loyer de  1 200 F.</p>	<p>Il est associé à Labbé qui cesse son activité d'imprimeur. En 1847, il  veut céder son brevet à un nommé Dumont, mais, au dernier moment, l'administration s'aperçoit qu'il a été condamné en 1828 pour faux en écriture. Le transfert est donc refusé.<br>Son brevet est annulé le 15 décembre 1856, mais il proteste et le reprend aussitôt, dit le céder à Willems, le reprend  en avril 1857  et finit par le lui transmettre le 6 avril 1867.</p>	
2185	GENDRON	Auguste, Paul	1835-01-04	Paris	30798	<p>Il est né à Paris le 4 janvier 1835.</p>	<p>Il est associé à Paul Woestendieck avec qui il remplace l'imprimerire typographique et lithographique  Paul Mayer et cie.</p>	
2186	GENDROT	Édouard	1824-03-19	Miniac (Ille et Villaine)	8537	<p>Né le 19 mars 1824 à Miniac (Ille et Villaine).</p>	<p>Fabricant de produits chimiques, il fait une demande de brevet le 11 mars 1865, qui est refusée. Il souhaitait  imprimer des étiquettes et des prix courants</p>	
2187	GENETS	Jean, Henri	1802-03-07	Paris	30798	<p>Il est né le 7 mars 1802 à Paris ; son père était libraire. Il est de la famille de Lemaître dont il dirige l'imprimerie depuis deux ans.</p>	"<p>Il reprend les trois brevets et l'imprimerie de Lemaître. Rédacteur du <em>Journal de Fécamp,</em> ses idées ""ne sont pas toujours celles que  [l'administration] pourrait désirer, mais les opinions du rédacteur ne sont pas contraires au gouvernement"". Il se démet de son brevet de libraire le 18 juin 1842 en faveur de François Eugène Couillard et de celui de typographe le 21 janvier 1843 en faveur de son propre frère. Il cède son brevet de lithographe à Léon Victor Couillard.</p>"	
2188	GENIX	Alexandre, Gabriel	1805-05-02			<p>Il est né le 2 mai 1805. Il est marié et père de famille. Il paie un loyer de 400 F.</p>	"<p>Il a travaillé dans diverses maisons avant de devenir, en 1843, éditeur d'estampes coloriées pour éventails et cartonnages ; il dit posséder 600 pierres dont le tirage hors de son atelier est fort onéreux. Il veut une presse lithographique pour imprimer lui-même ces éventails et cartonnages de  luxe. Il avait demandé en juillet 1849 un brevet par création, rejeté par principe en septembre ;  de plus, son instruction avait été jugée insuffisante. Il fait une nouvelle demande en 1851 et l'inspecteur Gaillard juge que ""son instruction a fait de notables progrès"" (rapport du 13 janvier 1851).<br>Il imprime les illustrations des affiches publicitaires pour le journal <em>Les Bons Romans</em>.</p>"	
2189	GENTEL	Auguste						
2190	GENTET, veuve NORMAND	Thérèse, Adélaïde	1824-08-02			<p>Elle est née le 2 août 1824 à Paris. Elle se retrouve veuve avec 3 enfants à sa charge.</p>		
2191	GENTIL	Auguste	1839-11-16	Cormicy (Marne)	19498	<p>Il est né le 16 novembre 1839 à Cormicy (Marne) ; son père était huissier.  Il est marié. Artiste peintre, il a exercé comme écrivain lithographe, notamment chez Goyer.</p>	<p>Il rachète le fonds d' Eugène Aumont pour 28 000 F. Il travaille à façon et emploie plusieurs ouvriers.<br>Il déclare le 4 novembre 1878 s'adjoindre la typographie.</p>	
2192	GENTILHOMME	Marie, *Étienne	1799-11-14	Paris	30798	<p>Il est né le 14 novembre 1799 à Paris ;  son père était marchand de vin. Il est marié et père de famille.  Il a tenu, depuis 1818, un commerce de mercerie, installé rue Saint-Jacques, où il a fait de mauvaises affaires, puis rue Saint-Denis.</p>	"<p>Il s'est associé le 15 février 1828 avec Houbloup pour travailler sous le brevet de  la veuve Noël. Cette association est dissoute en juin 1829. Houbloup reste en association avec la veuve Noël et Gentilhomme demande un brevet pour son propre compte, se disant ""artiste en écriture"".<br>En 1856, le brevet est annulé sans doute par erreur puisqu'il l'a cédé à Laubelle.</p>"	
2193	GENTILHOMME	Léon, Marie	1821-11-23	Paris	30798	<p>Il est né à Paris le 23 novembre 1821. Son père était marchand mercier. Il a travaillé comme écrivain lithographe pendant quatorze ans chez sa belle-mère, Anne Jardin.</p>		
2194	GENTY	Louis, François	1784-11-06	Paris	30798	<p>Il est né le 6 novembre 1784 à Paris ; son père était marchand mercier. Il est éditeur marchand d'estampes, établi depuis 1814.<br>Il meurt le 19 mars 1852.</p>	"<p>Il sollicite pendant 5 ans un brevet qui lui est refusé ""non pour des motifs personnels, mais parce que l'intention du gouvernement  était alors de ne pas augmenter le nombre des lithographes de la capitale."" Il a beau souligner qu'il a de la fortune et qu'il donnerait du travail à un grand nombre d'ouvriers, qu'il imprimerait des ouvrages d'instruction de dessin religieux, rien n'y fait avant 1830. Pendant toutes ces années, il édite des estampes imprimées par d'autres : Formentin, Fournier, Gobert, Mantoux et Cheyère pour les lithographies.  Il édite notamment plusieurs séries de Philipon (Souvenir d'amourette ; Tribulations du commerce ; Encore des ridicules ; les Déclaration de...), des scènes d'actualité (<a href=""https://catalogue.bnf.fr/ark:/12148/cb41517491m""></a><br>Il utilise aussi  lithographie et taille-douce pour réaliser ""factures, cartes de visite, circulaires, lettres de change et  tout ce qui a rapport au commerce"".</p>"	Revu E. P., 2/11/2019.
